"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(GTT)","AT_CG_AAG(CTT)","AT_CG_AAT(ATT)","AT_CG_CAA(TTG)","AT_CG_CAC(GTG)","AT_CG_CAG(CTG)","AT_CG_CAT(ATG)","AT_CG_GAA(TTC)","AT_CG_GAC(GTC)","AT_CG_GAG(CTC)","AT_CG_GAT(ATC)","AT_CG_TAA(TTA)","AT_CG_TAC(GTA)","AT_CG_TAG(CTA)","AT_CG_TAT(ATA)","AT_GC_AAA(TTT)","AT_GC_AAC(GTT)","AT_GC_AAG(CTT)","AT_GC_AAT(ATT)","AT_GC_CAA(TTG)","AT_GC_CAC(GTG)","AT_GC_CAG(CTG)","AT_GC_CAT(ATG)","AT_GC_GAA(TTC)","AT_GC_GAC(GTC)","AT_GC_GAG(CTC)","AT_GC_GAT(ATC)","AT_GC_TAA(TTA)","AT_GC_TAC(GTA)","AT_GC_TAG(CTA)","AT_GC_TAT(ATA)","AT_TA_AAA(TTT)","AT_TA_AAC(GTT)","AT_TA_AAG(CTT)","AT_TA_AAT(ATT)","AT_TA_CAA(TTG)","AT_TA_CAC(GTG)","AT_TA_CAG(CTG)","AT_TA_CAT(ATG)","AT_TA_GAA(TTC)","AT_TA_GAC(GTC)","AT_TA_GAG(CTC)","AT_TA_GAT(ATC)","AT_TA_TAA(TTA)","AT_TA_TAC(GTA)","AT_TA_TAG(CTA)","AT_TA_TAT(ATA)","GC_AT_ACA(TGT)","GC_AT_ACC(GGT)","GC_AT_ACG(CGT)","GC_AT_ACT(AGT)","GC_AT_CCA(TGG)","GC_AT_CCC(GGG)","GC_AT_CCG(CGG)","GC_AT_CCT(AGG)","GC_AT_GCA(TGC)","GC_AT_GCC(GGC)","GC_AT_GCG(CGC)","GC_AT_GCT(AGC)","GC_AT_TCA(TGA)","GC_AT_TCC(GGA)","GC_AT_TCG(CGA)","GC_AT_TCT(AGA)","GC_CG_ACA(TGT)","GC_CG_ACC(GGT)","GC_CG_ACG(CGT)","GC_CG_ACT(AGT)","GC_CG_CCA(TGG)","GC_CG_CCC(GGG)","GC_CG_CCG(CGG)","GC_CG_CCT(AGG)","GC_CG_GCA(TGC)","GC_CG_GCC(GGC)","GC_CG_GCG(CGC)","GC_CG_GCT(AGC)","GC_CG_TCA(TGA)","GC_CG_TCC(GGA)","GC_CG_TCG(CGA)","GC_CG_TCT(AGA)","GC_TA_ACA(TGT)","GC_TA_ACC(GGT)","GC_TA_ACG(CGT)","GC_TA_ACT(AGT)","GC_TA_CCA(TGG)","GC_TA_CCC(GGG)","GC_TA_CCG(CGG)","GC_TA_CCT(AGG)","GC_TA_GCA(TGC)","GC_TA_GCC(GGC)","GC_TA_GCG(CGC)","GC_TA_GCT(AGC)","GC_TA_TCA(TGA)","GC_TA_TCC(GGA)","GC_TA_TCG(CGA)","GC_TA_TCT(AGA)"
129,16,3,3,4,3,3,3,2,1,1,4,1,5,2,1,3,24,6,11,28,7,11,12,23,9,5,7,5,6,7,12,29,3,3,4,5,3,4,4,4,3,3,6,8,9,3,0,3,31,11,40,19,13,8,18,7,10,8,13,14,18,14,19,20,4,3,0,2,0,2,0,0,3,0,0,1,7,9,1,10,10,14,1,5,2,8,1,6,5,10,1,7,3,9,1,8
130,11,1,2,2,8,3,3,1,9,1,3,5,4,0,1,1,15,7,12,26,6,14,7,28,5,6,10,12,12,5,6,41,6,4,2,4,2,3,5,5,4,1,2,5,4,2,2,3,25,10,34,9,12,13,16,13,10,13,17,13,11,12,14,21,9,2,0,6,5,4,1,4,4,4,0,0,1,4,0,3,5,5,0,5,5,2,0,3,12,6,0,3,2,3,3,7
131,7,3,5,5,5,6,1,6,3,0,1,0,3,0,2,6,19,14,11,24,10,7,14,19,12,1,9,7,10,4,11,28,4,2,6,3,2,0,3,3,5,3,4,6,4,0,1,4,23,18,31,21,12,12,19,19,10,8,14,18,15,6,17,13,6,1,0,2,2,6,2,6,2,1,0,4,3,5,1,12,7,12,3,3,8,1,2,6,5,4,0,3,6,3,2,2
132,5,3,1,5,6,5,4,6,4,2,1,0,3,0,5,4,17,11,14,23,10,13,6,25,6,7,9,8,8,11,6,23,3,0,3,6,1,5,3,9,2,2,2,3,2,1,2,9,23,10,22,16,17,10,20,11,5,7,25,11,13,17,21,16,7,3,0,11,2,3,0,1,1,8,0,1,0,5,0,6,6,8,1,4,4,4,2,5,10,5,3,1,6,4,0,5
133,15,3,1,1,4,2,4,2,6,0,2,0,3,0,0,1,12,13,11,21,8,9,7,21,7,5,4,2,8,9,5,30,3,1,1,5,1,1,1,7,0,0,3,8,2,3,3,1,18,14,37,16,13,6,38,26,6,9,26,12,7,14,26,16,6,3,0,3,3,10,1,7,3,5,1,1,6,9,2,6,5,9,1,5,6,3,1,3,5,6,1,5,3,3,1,2
134,7,1,2,5,3,2,2,5,2,3,3,1,7,1,3,1,13,7,11,19,6,7,13,17,8,6,4,8,9,5,10,33,1,0,1,2,3,5,3,2,4,2,1,5,1,0,1,5,29,15,36,22,13,11,27,14,13,7,25,8,16,13,20,16,5,1,0,10,2,3,0,1,2,6,0,6,11,8,1,11,8,5,1,1,2,8,2,2,1,4,1,2,6,4,1,6
135,11,1,4,2,6,3,4,3,3,2,2,0,4,1,0,2,13,8,10,37,8,8,9,27,10,4,3,11,16,6,6,31,2,3,2,3,0,5,3,5,5,2,2,2,5,0,4,2,21,14,21,17,14,6,12,6,6,11,10,8,14,11,18,17,4,4,1,5,3,4,1,3,2,3,1,7,7,6,0,7,11,11,2,2,4,2,1,2,4,2,3,2,8,6,2,2
136,12,4,3,3,9,5,4,5,6,0,0,2,3,2,1,3,17,7,11,24,10,14,10,35,2,2,9,16,16,10,10,41,8,3,2,5,6,1,5,7,0,1,1,4,8,0,1,1,22,13,29,10,14,11,19,13,5,14,19,13,18,17,27,13,6,2,0,9,1,3,1,3,1,5,0,2,4,3,1,7,4,6,2,6,1,4,1,2,0,6,5,2,7,2,1,4
137,8,1,3,3,7,8,2,8,3,1,3,2,5,1,1,1,19,8,13,19,3,5,15,27,6,6,7,10,8,8,8,23,3,0,1,7,3,4,4,5,0,2,3,7,4,1,0,1,23,14,37,10,12,9,35,24,15,13,31,10,12,12,22,14,5,3,2,6,3,2,0,5,2,3,0,0,6,4,0,11,8,11,0,9,8,6,2,2,6,6,3,1,3,1,2,2
138,7,2,1,4,4,3,1,5,3,2,2,0,8,1,3,4,9,10,15,31,6,5,18,29,2,2,6,5,8,17,8,28,7,1,2,4,1,3,1,6,1,4,2,5,4,3,3,3,20,10,47,14,11,11,36,18,4,4,20,9,9,13,21,11,8,2,1,4,5,2,2,8,1,2,1,4,8,3,0,9,9,6,0,3,4,3,0,3,4,2,2,3,5,4,3,5
139,6,0,5,4,4,3,7,3,0,2,4,2,2,2,3,4,15,7,6,24,6,13,14,15,12,5,10,5,12,5,13,22,4,1,6,2,1,2,5,6,4,6,1,3,3,3,1,3,21,16,41,16,10,4,37,25,18,8,29,14,19,19,29,13,5,3,2,3,3,9,1,8,2,2,2,4,4,8,0,9,5,7,1,1,4,3,3,6,2,4,3,4,2,5,1,7
140,7,5,5,2,5,4,3,6,5,3,5,1,4,2,4,2,8,8,11,25,9,7,15,18,7,3,9,7,9,11,7,34,6,2,0,4,2,4,4,4,4,6,2,4,6,3,3,5,14,7,32,15,11,10,25,17,12,18,30,11,16,14,19,10,6,5,0,4,2,2,1,5,3,2,1,3,6,4,1,8,6,6,0,3,2,4,1,3,6,5,1,1,3,3,1,8
141,7,1,7,5,2,1,2,1,0,0,0,1,5,1,3,9,27,11,7,24,8,5,16,26,5,9,4,6,9,13,8,44,2,3,4,5,0,2,1,3,2,1,3,9,5,1,3,6,16,7,35,17,14,10,22,19,13,10,14,11,20,11,19,14,7,0,1,4,3,5,1,3,2,6,0,1,4,1,4,13,8,4,0,5,5,4,1,2,4,3,1,3,4,5,1,4
142,12,2,1,4,7,3,3,4,2,1,1,2,3,2,3,0,10,9,8,21,9,5,7,19,6,7,3,5,10,10,4,28,0,1,2,5,2,3,2,5,1,3,1,4,5,1,2,3,27,22,24,22,6,10,23,16,7,8,22,12,13,17,15,7,10,1,1,6,3,3,0,5,0,1,0,5,6,5,0,8,6,7,0,6,3,0,1,2,6,3,0,2,1,3,1,8
143,9,2,9,4,7,2,4,4,6,2,0,1,7,1,0,6,12,12,6,20,10,5,11,22,4,4,12,6,14,12,14,32,3,1,2,3,2,3,3,6,0,0,2,5,5,4,4,3,20,11,27,19,12,4,21,9,18,7,19,13,15,9,9,19,6,1,1,8,2,7,0,6,4,3,2,3,8,3,2,9,5,6,3,3,4,3,1,3,7,4,3,2,6,1,0,11
144,7,3,5,7,7,1,6,7,3,1,2,2,3,1,0,5,14,7,9,29,4,9,8,24,5,7,2,10,13,12,9,34,8,3,1,1,2,3,4,4,2,3,2,6,4,2,1,4,23,15,33,18,13,5,18,14,13,8,14,12,21,15,18,14,8,3,1,2,1,1,0,3,2,3,0,6,2,4,1,9,6,9,2,12,5,3,3,5,2,4,2,1,4,5,0,5
145,10,3,1,6,8,3,5,4,3,3,3,0,4,4,4,5,11,6,11,30,5,4,10,16,9,5,6,11,11,18,7,37,8,3,2,7,4,0,2,4,4,2,2,7,4,3,1,4,28,10,33,10,14,9,21,14,8,7,12,8,12,15,18,13,3,5,0,5,5,1,1,4,3,3,0,2,4,4,0,12,7,9,3,4,2,7,0,4,7,9,3,4,4,8,1,7
146,11,2,6,7,5,6,2,9,3,1,3,4,4,2,3,3,18,7,8,32,7,7,9,27,8,7,5,6,22,12,6,29,4,3,6,8,2,2,4,4,3,2,3,9,11,5,2,4,20,12,22,15,10,9,15,11,7,8,20,14,15,9,17,10,9,3,1,9,2,0,0,5,2,1,0,7,5,7,1,11,8,8,2,3,4,5,2,3,5,4,1,1,6,3,2,8
147,11,2,8,4,7,4,5,2,7,2,5,0,4,1,4,2,15,8,9,34,9,5,6,23,14,5,4,12,11,7,8,43,10,3,2,6,4,0,4,6,1,3,2,4,4,5,4,12,23,15,33,19,16,12,24,13,11,7,16,15,20,14,22,11,3,3,1,7,6,4,0,4,2,3,0,5,3,6,1,9,10,5,2,1,4,3,0,3,8,8,0,3,5,5,1,8
148,6,1,7,5,6,1,3,6,3,0,2,1,4,2,0,2,10,14,14,23,7,8,11,21,8,3,4,11,5,9,13,36,6,4,2,9,2,2,2,6,1,3,1,3,6,1,2,6,23,11,38,14,18,13,16,13,12,6,26,14,13,11,17,16,7,6,0,1,3,1,0,5,2,5,2,3,3,2,2,14,10,9,1,6,3,3,1,3,8,5,1,4,5,6,2,8
149,10,3,5,8,5,5,2,3,6,5,3,1,3,1,2,1,19,12,11,29,12,4,11,19,10,10,3,20,9,6,11,29,7,2,2,5,0,2,5,8,7,1,5,6,5,1,3,4,22,15,36,17,13,11,20,13,15,7,17,12,13,18,24,9,6,0,1,6,7,3,0,3,3,3,0,3,1,4,1,11,6,5,2,4,4,2,1,4,8,3,1,2,6,2,1,6
150,10,3,5,3,5,2,3,3,4,0,1,1,7,2,2,2,17,6,9,22,7,7,15,26,7,4,1,9,17,7,13,36,9,5,2,5,3,4,2,7,1,2,3,6,3,3,2,8,31,14,30,16,7,12,25,25,15,10,18,9,13,11,25,15,6,4,1,7,1,4,0,4,1,3,0,6,3,4,1,11,9,8,2,2,3,5,3,1,8,8,1,3,7,4,0,7
151,11,0,3,10,4,5,3,4,5,3,4,1,4,1,1,3,17,17,9,28,6,8,7,31,6,4,3,13,18,8,12,27,9,2,3,7,3,2,1,4,1,1,4,5,5,1,2,5,24,14,38,14,11,16,29,25,9,9,18,19,14,12,17,21,7,1,1,4,2,5,3,4,4,1,0,2,5,6,2,10,5,8,1,7,4,3,0,3,9,4,1,3,7,6,2,8
152,9,3,5,3,8,4,4,7,3,1,0,5,5,1,0,6,13,16,9,33,6,7,12,24,12,3,5,13,19,12,13,29,7,3,3,2,0,4,2,6,2,3,0,7,5,3,3,4,32,17,37,22,22,9,20,15,14,12,17,13,18,16,16,18,7,6,1,7,0,2,1,2,2,3,1,1,5,5,0,7,6,9,3,6,4,3,0,5,2,8,2,1,2,2,1,12
153,12,4,4,9,6,4,4,4,5,3,2,1,3,0,1,4,12,11,11,40,10,11,15,27,14,6,5,13,16,10,9,39,4,3,2,4,0,2,2,8,3,2,1,5,3,3,0,10,29,10,35,16,12,13,12,16,7,7,10,11,12,11,15,14,5,5,1,9,2,4,2,5,4,4,1,3,7,7,0,14,9,8,2,6,4,2,0,3,9,5,2,2,5,3,2,9
154,10,3,8,8,7,3,4,2,4,1,0,0,4,2,3,9,16,13,19,24,8,4,11,27,3,0,7,11,13,9,13,33,7,3,3,7,1,2,4,5,7,6,1,8,6,4,3,7,17,14,25,24,12,10,15,19,12,6,13,8,17,16,14,23,2,7,3,9,1,3,0,2,2,3,2,4,4,2,0,8,8,7,1,5,6,5,3,6,6,6,1,3,1,6,0,10
155,9,4,3,3,4,5,4,6,3,0,3,1,3,0,0,0,7,8,18,18,11,13,12,32,10,8,7,9,6,8,10,24,3,6,4,4,2,7,6,4,2,3,3,7,3,1,2,7,27,11,31,23,17,18,26,13,10,12,17,17,11,19,17,16,5,2,1,3,4,3,1,6,4,5,0,2,8,5,2,14,9,6,0,3,4,4,0,5,6,3,0,1,4,3,2,7
156,3,6,4,5,5,3,1,2,5,0,3,2,1,2,1,5,18,10,15,26,10,5,17,28,10,3,11,10,14,9,10,49,3,0,2,3,4,4,3,3,3,4,4,9,4,5,0,11,23,17,44,19,11,21,32,17,9,14,17,15,13,15,24,14,8,4,0,4,2,3,0,7,0,1,0,2,6,5,0,10,5,10,3,4,1,4,3,7,3,10,2,5,4,5,0,8
157,8,0,1,5,5,2,4,6,5,2,3,2,3,3,3,3,17,6,17,31,12,11,10,23,14,3,13,12,11,7,6,23,1,2,2,4,2,0,5,2,5,2,3,6,6,0,2,6,25,14,37,10,16,11,23,13,15,20,21,16,13,18,15,16,7,2,3,4,4,1,0,3,9,2,1,4,5,2,1,11,5,7,0,2,9,5,2,4,5,1,2,9,7,7,0,7
158,13,1,2,3,4,2,3,2,4,2,0,3,2,2,3,3,18,11,14,28,9,6,7,25,10,5,8,13,12,12,5,38,4,2,1,6,0,1,1,4,1,4,3,2,4,2,2,8,31,9,34,13,13,9,19,7,15,16,19,14,13,14,18,19,5,5,1,2,3,2,1,2,1,3,1,1,3,7,1,12,6,10,3,10,3,4,0,5,4,3,0,3,4,5,0,2
159,5,3,2,4,9,5,1,5,1,3,2,1,2,1,3,3,20,8,8,22,10,11,12,28,9,6,11,5,15,11,9,30,2,2,5,8,3,5,5,8,3,1,3,10,3,4,1,9,22,9,41,15,12,6,18,12,10,7,19,14,6,11,22,10,5,1,0,11,1,5,1,1,1,2,1,0,5,5,1,9,3,5,0,5,3,3,1,4,7,8,2,2,2,8,0,9
160,11,3,5,3,6,4,9,10,6,0,2,0,1,2,1,5,12,11,7,29,10,11,9,22,8,4,4,11,12,10,8,43,4,5,2,2,1,4,6,5,0,3,3,9,1,2,1,11,29,16,42,21,11,12,28,21,10,12,22,11,16,14,30,19,5,5,2,5,5,3,1,5,6,2,0,1,6,5,2,7,4,8,0,2,3,2,0,0,12,6,1,3,3,5,0,11
161,10,3,3,4,7,5,5,2,5,1,3,0,2,2,2,2,22,10,11,33,10,13,14,29,8,3,9,9,11,5,6,20,7,3,3,1,4,4,1,2,2,2,2,6,1,2,1,1,31,22,23,13,14,15,23,18,18,12,10,25,18,10,12,19,5,4,2,4,3,5,0,5,3,0,1,3,5,2,1,8,7,8,3,2,6,4,1,3,10,5,1,2,4,5,0,11
162,4,3,3,3,2,1,1,7,6,1,1,0,3,0,1,4,13,10,13,17,5,14,12,18,9,6,6,10,9,10,9,32,3,2,2,6,2,1,5,7,1,1,2,4,5,1,4,4,25,14,33,15,12,10,18,19,14,6,11,10,19,20,24,10,9,6,0,4,5,4,0,4,2,2,1,0,5,8,1,9,5,13,3,4,6,5,1,3,14,5,0,4,5,5,4,6
163,10,1,5,4,4,4,5,4,2,0,3,2,5,4,0,1,14,9,6,16,6,7,9,20,9,6,7,11,9,8,8,23,1,3,3,5,0,1,3,3,2,2,2,7,5,3,1,2,22,12,50,12,11,19,34,16,9,5,27,15,14,16,19,16,6,1,2,5,4,1,2,3,4,6,2,5,5,3,1,6,4,7,0,4,1,4,1,2,5,6,3,6,5,7,2,7
164,11,3,3,0,3,3,5,3,1,2,1,2,2,1,1,3,10,13,10,27,10,9,12,20,7,6,7,11,8,11,8,27,2,2,3,4,2,0,5,7,2,1,4,5,9,2,4,3,23,12,31,23,19,4,32,16,19,14,19,13,16,16,27,18,5,7,2,5,4,2,0,11,2,2,0,3,4,3,0,8,3,4,0,2,5,2,1,1,6,10,2,6,4,6,1,4
165,9,4,2,1,4,4,3,6,4,1,1,3,1,1,0,1,20,11,8,31,3,4,13,29,7,7,2,8,14,11,8,40,2,4,5,1,1,1,2,8,1,1,0,3,4,1,2,4,31,11,40,16,16,13,18,9,15,9,18,10,11,11,22,7,1,2,0,2,0,6,1,5,3,5,2,3,2,3,2,12,12,9,3,6,1,2,1,2,6,4,0,1,5,4,0,7
166,7,3,2,2,2,4,4,6,1,3,1,2,0,2,2,1,6,19,15,24,8,9,15,26,11,6,7,7,7,5,9,27,4,2,1,2,0,8,3,1,5,0,1,6,1,3,1,3,15,15,36,14,22,21,31,16,19,9,27,9,16,13,20,9,9,3,0,2,5,3,4,6,1,7,2,9,4,8,1,5,7,7,3,4,11,3,2,1,4,7,5,4,3,7,1,9
167,7,4,3,5,3,3,2,4,2,1,2,1,3,2,1,4,8,12,11,19,10,11,17,32,6,5,10,7,13,15,4,29,3,2,5,3,2,4,5,10,0,0,3,4,9,3,0,3,32,17,36,16,16,17,28,19,12,25,29,19,16,14,24,11,8,5,0,6,5,2,0,4,1,9,0,7,3,8,1,7,6,12,1,3,7,4,2,1,14,7,1,7,7,4,1,20
168,11,2,5,3,6,2,3,6,1,3,1,4,4,0,3,3,19,10,9,32,9,6,17,23,12,8,6,14,13,14,9,38,3,5,5,8,3,4,1,9,2,3,3,3,5,2,2,2,25,21,19,14,19,14,26,14,13,11,21,11,17,14,18,20,5,4,1,4,5,3,1,8,2,5,1,6,7,2,0,14,10,10,0,6,2,2,1,3,8,8,1,3,8,4,2,8
169,4,2,4,4,2,5,2,4,6,1,1,2,4,3,2,6,17,9,17,19,9,9,7,30,8,5,12,6,14,8,5,32,6,3,3,7,1,3,1,10,3,2,2,7,5,1,1,2,16,21,35,24,21,18,17,20,9,17,22,13,22,13,16,18,7,2,0,12,2,3,0,4,3,5,1,5,4,6,0,11,7,12,3,7,3,7,2,10,13,9,3,5,2,5,0,11
170,10,3,3,4,4,3,4,9,5,2,0,0,4,1,0,3,8,11,6,35,12,7,8,23,13,10,11,12,11,7,8,34,7,2,0,3,2,2,1,12,1,1,2,4,5,3,1,4,30,16,32,20,20,19,27,23,5,20,16,17,17,16,23,13,6,2,0,9,9,4,1,4,2,1,0,2,2,9,1,8,13,8,2,3,4,6,1,10,11,3,3,6,8,7,0,6
171,6,5,3,6,5,2,8,9,4,0,0,0,4,1,2,4,12,13,19,40,8,9,16,31,8,7,11,14,9,11,12,32,8,1,2,4,2,3,1,12,3,3,1,15,1,3,2,6,34,18,28,18,15,22,12,35,12,17,12,15,19,11,16,15,8,6,2,4,4,4,1,4,1,3,0,2,7,6,1,7,6,12,1,13,6,6,1,3,15,7,1,1,4,6,2,13
172,6,3,2,2,4,3,5,4,3,2,3,0,2,2,1,5,10,18,12,30,3,8,12,30,12,7,9,16,13,7,9,29,5,6,2,1,2,2,4,4,1,3,3,3,3,1,2,7,28,11,34,19,14,19,31,22,12,10,19,18,12,16,9,15,6,5,0,7,3,1,0,4,1,0,0,3,3,3,0,7,7,9,1,2,5,5,2,5,8,6,1,2,5,5,0,6
173,6,4,3,5,3,2,1,3,1,1,1,2,5,2,0,6,15,13,1,35,5,8,11,26,11,4,8,9,12,11,14,32,3,4,4,6,3,2,4,5,3,4,2,4,5,1,2,7,25,16,22,14,10,13,25,17,11,25,15,17,9,16,20,20,2,5,0,6,3,3,1,3,1,3,2,3,6,2,1,16,8,7,1,4,4,5,1,3,5,10,1,5,4,3,1,11
174,5,3,3,7,5,3,7,4,4,0,3,1,0,2,0,1,14,10,8,29,5,11,12,25,5,7,7,10,12,9,7,19,4,1,3,2,2,3,1,9,5,2,2,2,5,3,0,7,25,15,39,24,18,14,32,24,8,11,19,13,18,15,17,16,6,4,0,4,4,3,0,7,2,4,0,4,5,5,2,6,5,12,1,3,2,5,0,5,9,5,2,5,5,7,2,10
175,5,0,2,0,2,6,3,6,1,0,1,0,0,3,1,1,10,6,2,21,4,8,12,25,11,7,4,8,10,5,6,21,2,4,5,2,1,2,1,5,0,4,1,2,4,2,0,3,25,19,43,13,20,17,34,14,14,8,20,10,13,18,27,11,5,1,1,2,6,3,2,3,2,2,2,2,4,4,4,10,5,3,2,2,2,5,0,4,9,4,0,5,2,3,0,7
176,4,4,5,3,4,2,3,6,3,3,4,2,2,1,1,4,17,13,11,30,8,1,13,20,6,5,6,8,5,10,6,26,2,1,1,3,2,2,5,4,3,1,5,6,6,2,2,3,16,20,25,13,10,13,38,16,11,3,37,15,15,17,29,16,7,3,3,6,0,1,1,3,5,2,2,6,7,5,1,9,2,7,4,3,5,4,1,3,4,10,1,0,3,3,2,4
177,4,0,2,4,3,1,6,6,2,2,3,3,3,1,0,1,12,4,9,16,8,14,16,17,7,6,6,6,7,9,4,10,2,1,2,1,2,3,5,1,0,2,0,4,0,1,2,1,21,15,57,14,23,18,66,18,8,20,31,12,9,16,28,7,2,4,3,4,7,5,1,5,3,7,2,10,2,5,3,7,7,11,3,0,4,8,1,6,8,10,4,2,1,7,2,6
178,4,3,2,2,3,4,1,6,2,3,2,0,1,0,2,3,9,6,4,13,4,5,12,15,7,5,4,4,5,8,7,24,5,6,1,2,1,5,4,1,4,2,1,7,1,5,0,1,11,21,45,16,13,26,56,24,12,16,29,21,15,19,30,14,3,2,1,7,6,5,4,2,3,6,2,5,2,6,2,12,6,12,3,2,5,8,3,4,4,8,1,6,4,6,2,6
179,3,1,4,4,2,3,5,2,4,1,1,0,1,0,2,4,6,5,13,15,2,15,8,19,6,6,9,5,7,9,5,21,0,2,2,2,1,7,2,2,3,3,2,5,4,2,2,2,17,10,41,16,25,22,46,31,19,14,32,19,13,18,27,10,4,1,1,5,4,4,3,4,4,3,1,2,8,3,1,6,4,3,4,6,6,10,1,6,8,1,3,3,4,8,0,3
180,1,1,3,0,5,10,7,2,2,2,2,1,3,2,0,0,9,7,10,18,9,12,15,24,9,5,4,8,18,10,8,18,2,0,1,3,1,1,3,7,3,2,2,2,4,2,2,4,14,12,42,15,12,11,40,8,14,10,36,17,14,19,23,13,5,4,0,1,5,4,2,6,1,1,0,5,7,6,1,6,3,6,2,4,7,5,1,3,1,3,1,2,4,8,4,5
181,7,1,3,3,3,5,4,3,3,3,2,0,0,1,1,1,13,6,8,20,7,8,12,16,10,6,4,6,9,7,7,32,3,1,1,3,1,1,4,5,1,4,4,7,2,4,2,3,19,16,43,17,17,13,39,21,15,16,44,14,15,13,27,11,6,2,0,4,5,7,1,9,4,1,2,3,6,3,3,9,5,12,1,4,7,2,6,5,5,7,3,6,3,6,3,6
182,7,3,1,4,4,5,4,2,2,2,2,2,4,1,4,5,9,4,15,18,5,2,15,18,4,7,3,11,8,5,1,35,4,3,0,1,2,0,2,4,4,1,0,3,4,4,3,3,23,11,33,13,13,12,27,12,12,12,30,7,15,14,19,20,9,1,1,4,6,3,2,2,2,1,0,7,4,8,3,9,2,9,0,5,3,3,1,1,7,9,2,2,3,2,2,2
183,9,1,1,4,3,4,3,7,0,1,3,7,3,0,3,2,10,10,13,25,8,10,10,21,4,3,3,4,6,13,6,25,1,0,3,3,0,2,0,3,2,3,1,1,1,1,3,2,33,16,34,9,14,14,29,15,8,19,24,19,14,19,30,11,2,2,0,7,6,3,4,1,1,0,0,5,4,3,0,7,7,10,2,2,3,2,0,4,3,5,4,4,4,5,0,4
184,6,0,2,3,5,3,2,4,1,1,2,1,2,3,0,5,10,8,5,24,5,9,12,21,7,4,2,7,13,11,13,32,4,2,0,4,1,4,3,7,2,1,5,2,7,2,1,9,26,11,35,15,15,12,24,15,14,7,24,12,17,13,27,15,6,5,0,3,1,5,1,1,0,5,1,3,1,6,3,12,5,8,0,1,2,4,2,7,3,5,3,1,7,6,1,9
185,8,2,3,6,4,8,5,7,2,1,0,2,6,3,1,2,13,14,11,23,8,7,11,27,5,6,6,11,7,11,7,36,3,0,1,4,3,5,3,6,1,1,1,4,7,1,1,1,27,10,30,24,15,8,44,14,11,16,21,15,10,17,16,15,7,5,0,4,2,1,1,4,3,3,0,3,10,8,2,7,4,10,3,8,7,2,1,6,2,6,2,2,10,3,1,7
186,6,5,5,3,3,3,2,0,2,2,0,1,3,3,2,2,16,11,12,16,7,10,15,17,1,4,4,4,10,9,12,21,4,1,1,2,0,1,0,4,2,3,5,1,7,3,4,3,21,12,28,16,20,12,49,14,20,10,29,9,16,15,25,16,4,2,0,10,2,2,2,5,6,6,0,3,1,1,2,12,3,8,1,1,9,4,1,2,3,3,1,2,3,3,1,6
187,6,5,1,1,7,3,1,1,1,0,7,0,2,1,2,3,14,10,10,18,6,8,11,21,5,4,5,5,4,6,11,18,9,5,3,3,3,1,2,2,1,1,5,4,8,2,0,3,20,9,27,14,22,15,32,19,15,17,19,18,15,10,17,18,6,0,0,7,1,8,1,3,1,6,1,3,3,4,1,8,1,11,0,1,4,5,0,3,6,6,6,2,3,7,0,4
188,1,0,5,2,3,1,5,4,3,1,1,3,4,0,3,2,9,4,9,33,4,10,10,26,12,7,4,6,5,7,10,22,6,2,1,5,6,3,1,9,2,1,0,5,0,0,1,4,25,19,49,20,13,13,24,17,13,13,27,14,12,16,20,18,9,2,1,4,2,4,0,5,0,4,0,5,6,3,0,6,4,7,0,3,2,5,1,3,3,9,4,3,6,2,1,4
189,6,3,3,3,7,0,1,5,1,2,2,2,0,4,3,3,15,4,16,15,6,7,7,24,14,10,12,9,8,11,7,25,5,0,0,5,2,2,3,6,3,3,2,5,4,1,4,5,20,14,34,12,12,14,20,22,16,16,18,19,20,22,18,16,6,6,0,4,1,4,1,2,2,5,1,2,5,5,1,14,10,11,3,8,9,5,1,3,8,7,5,6,7,4,2,7
190,8,1,2,1,5,3,6,6,1,0,5,0,1,0,1,0,10,7,17,16,8,7,13,25,3,8,4,5,6,5,5,23,1,2,4,6,1,2,5,3,3,5,2,4,2,0,3,11,28,24,42,11,21,14,37,13,16,17,34,16,12,21,14,16,5,7,1,1,6,1,0,6,1,7,0,3,4,4,2,7,10,14,3,9,8,3,1,3,3,7,2,2,2,9,0,2
191,6,1,2,2,2,7,3,3,2,0,4,2,7,2,2,0,14,11,13,28,6,10,17,24,8,3,8,6,8,9,11,19,3,5,3,4,2,4,2,8,2,1,6,7,3,1,0,0,17,19,54,23,15,18,33,17,13,17,29,13,18,16,25,7,7,4,1,10,5,7,0,8,5,2,3,7,3,3,0,12,7,10,0,3,5,11,1,6,5,7,1,3,4,1,1,7
192,8,1,3,7,5,1,6,6,5,3,4,1,2,2,3,5,20,16,8,25,4,6,12,26,6,2,6,7,17,14,11,40,3,2,5,12,1,3,2,5,3,2,3,9,5,2,3,5,24,13,28,15,12,16,26,19,7,15,20,11,23,15,24,16,7,4,2,5,7,3,2,5,4,1,0,2,8,8,0,9,8,11,2,6,6,4,2,1,8,5,2,3,4,5,1,4
