"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(TTG)","AT_CG_AAG(TTC)","AT_CG_AAT(TTA)","AT_CG_ATA(TAT)","AT_CG_ATC(TAG)","AT_CG_ATG(TAC)","AT_CG_ATT(TAA)","AT_CG_CAA(GTT)","AT_CG_CAC(GTG)","AT_CG_CAG(GTC)","AT_CG_CAT(GTA)","AT_CG_CTA(GAT)","AT_CG_CTC(GAG)","AT_CG_CTG(GAC)","AT_CG_CTT(GAA)","AT_GC_AAA(TTT)","AT_GC_AAC(TTG)","AT_GC_AAG(TTC)","AT_GC_AAT(TTA)","AT_GC_ATA(TAT)","AT_GC_ATC(TAG)","AT_GC_ATG(TAC)","AT_GC_ATT(TAA)","AT_GC_CAA(GTT)","AT_GC_CAC(GTG)","AT_GC_CAG(GTC)","AT_GC_CAT(GTA)","AT_GC_CTA(GAT)","AT_GC_CTC(GAG)","AT_GC_CTG(GAC)","AT_GC_CTT(GAA)","AT_TA_AAA(TTT)","AT_TA_AAC(TTG)","AT_TA_AAG(TTC)","AT_TA_AAT(TTA)","AT_TA_ATA(TAT)","AT_TA_ATC(TAG)","AT_TA_ATG(TAC)","AT_TA_ATT(TAA)","AT_TA_CAA(GTT)","AT_TA_CAC(GTG)","AT_TA_CAG(GTC)","AT_TA_CAT(GTA)","AT_TA_CTA(GAT)","AT_TA_CTC(GAG)","AT_TA_CTG(GAC)","AT_TA_CTT(GAA)","GC_AT_ACA(TGT)","GC_AT_ACC(TGG)","GC_AT_ACG(TGC)","GC_AT_ACT(TGA)","GC_AT_AGA(TCT)","GC_AT_AGC(TCG)","GC_AT_AGG(TCC)","GC_AT_AGT(TCA)","GC_AT_CCA(GGT)","GC_AT_CCC(GGG)","GC_AT_CCG(GGC)","GC_AT_CCT(GGA)","GC_AT_CGA(GCT)","GC_AT_CGC(GCG)","GC_AT_CGG(GCC)","GC_AT_CGT(GCA)","GC_CG_ACA(TGT)","GC_CG_ACC(TGG)","GC_CG_ACG(TGC)","GC_CG_ACT(TGA)","GC_CG_AGA(TCT)","GC_CG_AGC(TCG)","GC_CG_AGG(TCC)","GC_CG_AGT(TCA)","GC_CG_CCA(GGT)","GC_CG_CCC(GGG)","GC_CG_CCG(GGC)","GC_CG_CCT(GGA)","GC_CG_CGA(GCT)","GC_CG_CGC(GCG)","GC_CG_CGG(GCC)","GC_CG_CGT(GCA)","GC_TA_ACA(TGT)","GC_TA_ACC(TGG)","GC_TA_ACG(TGC)","GC_TA_ACT(TGA)","GC_TA_AGA(TCT)","GC_TA_AGC(TCG)","GC_TA_AGG(TCC)","GC_TA_AGT(TCA)","GC_TA_CCA(GGT)","GC_TA_CCC(GGG)","GC_TA_CCG(GGC)","GC_TA_CCT(GGA)","GC_TA_CGA(GCT)","GC_TA_CGC(GCG)","GC_TA_CGG(GCC)","GC_TA_CGT(GCA)"
202,0.002,0,0.0015,0.0015,0,0,0,0,0.0015,0,0,0.0037,0,0.0018,0,0.0015,0.0027,0.0031,0.0015,0.0044,0.0062,0.0066,0.0058,0.0043,0.0015,0,0,0.011,0.0045,0,0.0021,0.0045,0,0,0,0,0,0,0,0.0014,0.0015,0,0,0.0018,0.0023,0,0,0.0015,0.0068,0.0034,0.0101,0.0052,0.0013,0.0042,0.0018,0,0.0067,0.0045,0.0094,0.0055,0.0111,0.1,0.0146,0.0073,0.0014,0.0017,0,0.0017,0.0052,0,0.0036,0.0015,0,0,0,0,0.0074,0,0,0,0.0014,0.0084,0,0,0.0026,0,0,0.0031,0.0017,0.0023,0,0,0.0037,0.0167,0.0049,0
203,0,0,0,0,0,0,0,0,0.0078,0,0.0027,0.0057,0,0,0,0,0,0.0027,0.0022,0,0,0.0075,0,0.0079,0,0,0,0.0029,0,0,0.0027,0,0.001,0.0027,0,0.0028,0,0,0,0.0026,0,0,0,0,0,0.0016,0,0,0.0042,0,0.0084,0.0025,0,0.0098,0.0033,0.0024,0.0022,0.0041,0.0117,0.0017,0.0133,0.0732,0.0154,0.0047,0,0,0,0,0,0.0049,0.0016,0,0.0022,0,0.0039,0,0,0,0.0039,0,0,0.0023,0,0.0025,0,0.0049,0,0,0,0.0021,0.0039,0,0,0.0122,0,0.0047
204,0.0011,0,0,0,0.0026,0,0,0,0,0.001,0,0,0,0,0.0016,0,0.0011,0.0029,0.0027,0.0092,0.0078,0,0.0027,0,0.0027,0.001,0,0.0031,0,0.001,0,0.0028,0,0,0,0,0.0026,0,0,0,0,0,0.0015,0,0,0.001,0,0,0,0.0041,0.0121,0.0028,0.0037,0.0033,0.0036,0.0015,0.0013,0.0011,0.002,0.0039,0.0166,0.0136,0.0127,0.0144,0.0046,0,0.0081,0.0014,0,0,0.0012,0.0015,0.0013,0.0011,0,0,0,0,0.0021,0.0036,0.0015,0.0027,0.0081,0.0014,0.0037,0.0033,0,0,0,0,0.002,0,0,0,0.0021,0
205,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.0054,0.0077,0,0.0063,0.0152,0.0096,0.0072,0.006,0.0098,0.0265,0.0072,0,0,0,0,0,0,0,0.0192,0,0,0,0.0072,0,0,0,0.0072,0,0,0,0,0,0,0,0,0.0085,0,0.013,0,0.0071,0.044,0.0068,0,0,0,0.0099,0,0.0114,0.0571,0.0222,0.0112,0.0042,0.0056,0,0,0.0071,0,0,0.0072,0,0,0,0,0,0,0,0,0.0042,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0
206,0,0.0039,0.0047,0,0,0.0102,0.0046,0,0,0,0.0043,0,0,0.0032,0,0,0.0015,0,0,0,0,0,0,0.0078,0,0.006,0,0.0048,0.0047,0,0.0043,0.0049,0.0015,0,0,0,0,0,0.0046,0,0,0,0,0,0,0.0032,0,0,0.0062,0.0065,0.0147,0,0.0036,0.0248,0.0037,0.004,0.0107,0,0.0214,0,0.0145,0.1014,0.0241,0.0166,0,0,0,0.0037,0,0.0062,0.0037,0.004,0,0,0.0053,0,0,0,0,0,0,0,0,0.0037,0,0,0.0037,0,0,0,0,0,0,0,0,0.0055
207,0.0064,0,0,0.0034,0,0,0.0037,0.0035,0,0,0.0022,0,0.004,0,0.0022,0,0.0021,0.0061,0,0,0.0109,0.0118,0.0037,0.0035,0.0086,0.0019,0.0044,0.0038,0.0161,0.0015,0,0.0066,0,0.0031,0.0032,0.0034,0,0,0,0.0035,0,0.0037,0,0,0,0,0.0022,0,0.0049,0.0079,0.0044,0.0069,0.0022,0.0102,0.0059,0.0024,0,0,0.01,0.0041,0.0148,0.0428,0.0102,0.0157,0.0024,0,0.0044,0.0046,0.0044,0.0068,0.004,0,0,0.0025,0,0,0,0,0.0025,0,0.0024,0.002,0,0,0.0022,0,0.002,0,0.0039,0,0.0025,0.002,0.0037,0.0053,0,0.0039
208,9e-04,0.0022,0.0054,0,0,0.0026,0.003,0.0023,0,0.0014,0.0017,0,0,0.0012,0,0.0027,0,0.0022,0,0.0065,0,0,0,0,0.002,0.0028,0.0034,0.003,0.0029,0,0.0017,0,9e-04,0,0.0027,0,0,0,0.003,0.0023,0.002,0.0014,0,0,0,0,0,0,0.0053,0.0046,0.0154,0.0074,0.0016,0.0106,0.0049,0.0037,0.0122,0.0124,0.0155,0.0049,0.0205,0.0956,0.015,0.0172,0.0018,0,0,0.0018,0,0.0053,0,0,0.0015,0.0021,0,0.0033,0.0029,0.0147,0.0025,0,0.0035,0.0077,0.0031,0.0018,0,0.0053,0,0,0.003,0,0.0026,0,0,0.0074,0.005,0.0029
209,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0.0029,0,0,0.0108,0,0.0056,0,0,0.0036,0.0033,0.0028,0.0062,0,0,0,0,0.0029,0,0,0,0,0,0,0,0,0.0033,0.0014,0,0,0.0022,0.0095,0.0116,0.0022,0,0.0145,0.0067,0.0107,0.0072,0.0042,0.014,0.0051,0.0214,0.0625,0.0109,0.004,0.0044,0.0019,0,0.0022,0.0038,0.0036,0,0.0021,0.0018,0,0.0028,0.0017,0,0.0078,0,0,0,0,0.0039,0,0,0,0.0034,0,0,0.0021,0.0028,0.0034,0,0.0078,0,0.0081
210,0.0013,0.0034,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0.0026,0,0.0031,0.0028,0.0067,0,0.0042,0.0029,0,0,0.0064,0.0043,0.0046,0.0021,0.0098,0.0032,0,0.0034,0.0031,0,0,0,0,0,0,0.0024,0,0,0,0.0042,0.0033,0,0.0056,0.0052,0,0.003,0.0026,0.0267,0.005,0.0085,0.0052,0.0032,0.0228,0.005,0.0054,0.0694,0.0047,0.011,0,0,0,0.003,0.0026,0,0,0.0028,0.0026,0.0095,0.0046,0,0,0,0,0,0.0028,0.0026,0,0,0.0026,0,0,0.0028,0.0026,0,0.0046,0.0025,0,0,0.0047,0
211,0,0,0,0.0019,0.0029,0,0.0024,0,0,0.0017,0,0.0026,0,0,0.0023,0,0.0027,0.0023,0.0048,0.0019,0.0088,0,0.0073,0.002,0.0022,0.005,0,0.0077,0,0.0035,0.0045,0,9e-04,0,0,0,0,0,0.0024,0,0,0,0,0,0.003,0,0,0,0.0095,0.0039,0.0163,0.004,0.0019,0.0141,0.0099,0.0102,0.004,0.0067,0.0213,0.0082,0.0113,0.0581,0.0235,0.007,0,0,0,0.004,0.0039,0.0035,0,0,0.004,0,0.0061,0,0,0.0194,0,0.007,0,0.0019,0,0.002,0.0058,0,0,0.002,0.004,0,0,0.002,0,0.0129,0.0034,0.007
212,0.0014,0,0,0.0016,0,0.0024,0.0041,0,0.0018,0,0.0017,0.0022,0,0,0.0017,0,0.002,0.0054,0,0.0048,0.0048,0.0024,0,0.0033,0.0018,0.0015,0,0.0022,0.0023,0.0013,0.0051,0.0021,7e-04,0,0.0021,0,0.0016,0.0072,0,0,0,0.0015,0.0017,0,0.0023,0,0.0017,0,0.003,0.0015,0.018,0.007,0.0015,0.0083,0.0049,0.005,0.0015,0,0.0136,0.0089,0.0115,0.0405,0.0165,0.0143,0.003,0,0,0,0,0,0.0016,0,0,0.0039,0.0027,0.003,0,0,0,0,0,0.0015,0.0026,0,0.003,0.0055,0,0,0,0.002,0,0.0015,0,0,0,0.0029
213,0.0014,0.0012,0,0,0.0015,0,0,0.0012,0.0012,0.001,0.0011,0.0015,0,8e-04,0,0,0.0018,0.0025,0.0024,0.0024,0.006,0.0015,0.003,0.0047,0.0025,0.0038,0.0011,0,0.0062,0.0041,0.0023,0,5e-04,0,0,0,0,0,0,0,0.0012,0.0019,0.0011,0.0015,0,0,0,0,0.0011,0.006,0.0135,0.0043,0.0018,0.0139,0.0039,0.0043,0.0029,0.0013,0.0113,0.006,0.007,0.0394,0.0096,0.0115,0,0.001,0,0,0.0028,0.0017,0.001,0.0022,0.001,0.0013,0.0016,0.004,0.0018,0,0,0,0.0011,0.001,0.0019,0,0.0018,0,0.0019,0,0.0019,0.0039,0,0.001,0.0035,0.0108,0.0016,0.0038
214,8e-04,0,0,0.0017,0,0,0,0,0.0021,0.0016,0,0,0,0,0,0.0021,0.0034,0.0042,0.0043,0.0104,0.0025,0,0,0.0053,0,0.0016,0.0018,0.0027,0.0055,0.0016,0.0037,0,8e-04,0,0.0022,0,0.0012,0,0,0,0,0,0.0018,0,0,0,0,0,0.0048,0.0017,0.0095,0,0.0017,0.0028,0.0035,0.0039,0.0052,0.0018,0.0082,0.0067,0.0092,0.012,0.0119,0.0091,0.0016,0,0,0.0061,0.0034,0,0.0018,0,0.0017,0.0018,0,0,0.0031,0.003,0,0.003,0.0016,0,0,0,0,0,0,0,0.0034,0.0035,0.0021,0,0,0,0,0
215,0,0,0.0032,0.0017,0.002,0,0.0044,0.0015,0.0017,0,0.0016,0.0021,0,0,0,0,0.0031,0,0.0032,0.005,0.0101,0.0069,0.0044,0.003,0.0034,0.0013,0,0.0021,0,0.0011,0.0016,0.0034,6e-04,0,0,0.0017,0.002,0,0,0,0,0.0013,0.0016,0,0,0.0011,0,0,0.0041,0.0067,0.007,0.0017,0.0012,0.0115,0.0066,0.0015,0.004,0.0026,0.0116,0.0039,0.0096,0.019,0.015,0.006,0.0014,0.0027,0,0,0.0012,0,0,0.0031,0,0.0013,0.0058,0,0,0.0076,0,0.006,0.0027,0.0013,0,0.0017,0,0,0.0013,0.0015,0.004,0.0039,0,0,0.0024,0.0038,0.0019,0.003
216,0.0023,0,0,0.0032,0.0039,0,0,0,0.0032,0,0,0,0,0,0,0,0.0034,0,0.005,0.0063,0.0079,0,0.0038,0,0,0.002,0,0.0109,0.0042,0.0036,0.0083,0.0025,0.0023,0,0,0,0,0.004,0,0.0032,0.0032,0.002,0,0,0,0.0018,0,0,0.0022,0.0025,0.0143,0.0029,0,0.019,0.004,0.0027,0.0025,0.0027,0.0072,0.0021,0.0085,0.0588,0.0079,0.0145,0,0,0,0,0.004,0,0.002,0,0,0.0082,0.0036,0,0,0,0.0039,0,0,0.0025,0,0.0029,0,0.0048,0.002,0.0027,0.0025,0,0,0.0064,0,0,0,0.0048
217,0.0016,0.0044,0,0,0.0023,0.0026,0,0,0,0.0037,0,0,0,0,0,0,0.0058,0.0044,0.0063,0,0.007,0.0026,0.0054,0.0044,0.0041,0.0037,0,0.0031,0.0084,0,0,0.0019,8e-04,0,0,0,0,0,0,0.0044,0.0021,0,0,0,0.0028,0.0035,0.0024,0.0019,0.0032,0.0063,0.0152,0.0061,0.0065,0.0077,0.0136,0.0023,0.0138,0.0051,0.0137,0,0,0.0448,0.0204,0.0151,0,0.0021,0,0,0.0065,0,0,0.0023,0.0023,0,0,0,0,0,0,0.0038,0,0.0042,0.0051,0.002,0.0016,0,0.0019,0.0023,0.0046,0,0.0034,0.0019,0,0.0149,0,0
218,0,0.0016,0,0,0,0,0.002,0.0015,0,0,0.0021,0,0.0023,0,0,0,8e-04,0.0031,0.0035,0.0017,0.0039,0.0096,0.008,0.0015,0,0,0.0021,0.0109,0,0.0018,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0.0018,0.0046,0,0.002,0,0.0053,0.0019,0.003,0.0036,0,0.0138,0.0097,0.0054,0.0052,0.0026,0.0141,0.0081,0.0168,0.0667,0.0085,0.0267,0.0013,0,0,0,0,0,0.0019,0,0.0017,0.0026,0.0047,0,0,0,0.0042,0,0.0013,0.0038,0.003,0.0036,0.0028,0,0.0019,0.0018,0.0017,0,0,0.002,0.0034,0.0267,0,0.0044
219,9e-04,0,9e-04,9e-04,0.0021,0,0.0024,0.001,0.001,0.0012,0,0.0013,0.0013,0.0021,0,0,0.0014,0.003,0,0.0019,0.0097,0.0026,0.0061,0.0048,0.001,0.0047,0.0049,0,0.0013,0.0042,0.0012,9e-04,5e-04,0.003,9e-04,0,0,0,0,0.0029,0.002,0.0012,0.0012,0,0,0.0011,0,0,0.0036,0.0032,0.0247,0.004,0.0024,0.01,0.0054,0.0076,0.0022,0.0029,0.0172,0.0032,0.0062,0.0699,0.0106,0.0075,9e-04,0,0.0041,0.004,0.0024,0.002,0,0.0011,0,0.0014,0.0025,0.0021,0.0042,0,0.0053,0.0019,0.0063,0.0021,0.0103,0.001,0,0.002,0.0011,0.0011,0.0033,0,0.0025,0.0021,0.0021,0,0.0026,0.0037
220,0.0029,0.0028,0.0028,0.0037,0.0027,0.0018,0,0.0025,0,0,0,0,0.0018,0.0015,0,0.0028,6e-04,0.0028,0.0041,0.0012,0.0107,0.0018,0.0081,0.0038,0.0013,0.0064,0.0036,0.0017,0.0055,0.0044,0.0017,0.0014,0.0012,0,0.0014,0.0024,0.0013,0.0018,0.0016,0.0025,0.0027,0.0032,0,0.0017,0.0018,0.003,0,0.0014,0.0035,0.003,0.0179,0.0044,0.0046,0.0137,0,0.0061,0.0032,0.0042,0.0162,0.0047,0.0093,0.1717,0.0224,0.0131,0.0012,0.0015,0.003,0.0044,0.0035,0.0055,0.0033,0.0031,0.0016,0,0.0032,0.0016,0.0062,0,0,0,0.0047,0.0045,0,0.0015,0.0035,0.0027,0,0,0.0032,0,0.0065,0,0,0.0101,0.0096,0
221,0.0011,0,0.0011,0.0011,6e-04,0.0049,0.0013,0.0021,0,0.0015,0,0.0025,0.0016,0.0013,0.0033,0.0011,0.0017,0.0061,0.0011,0.0022,0.0065,0.0049,0.0101,0.0021,0.0012,0.003,0.0048,0.005,0.0016,0.0065,0.0017,0.0023,0.0023,0,0,0.0022,0.0024,0.0016,0.0013,0.0031,0,0,0.0016,0.0037,0.0016,0.0013,0.0017,0.0011,0.0039,0.0058,0.0197,0.0065,0.0056,0.0255,0.0064,0.0078,0.0081,0.0038,0.0112,0.0014,0.0029,0.0421,0.0152,0.0315,0,0.0015,0,0,0.0094,0,0.0051,0.0026,0,0.0019,0.0037,0.0028,0.0029,0,0,0,0.0039,0,0.0049,0.0013,0.0019,0.0032,0.0013,0.0013,0,0,0,0.0014,0.0029,0.0211,0.0076,0.0026
222,0.0015,0.0011,0,0.0021,0.001,0.0015,0.0027,0,0,0.0015,0,0,0,0.0015,0.0016,0.0022,0.0025,0.0056,0.0022,0.0052,0.0069,0.003,0.004,0.0032,0.0054,0.0045,0.0067,0.0086,0.0058,0.0015,0.0047,0.0033,0.001,0,0,0.001,0.001,0.0015,0.0013,0.0021,0.0021,0.003,0.0017,0.0014,0.0015,0,0.0031,0,0.006,0.0039,0.0149,0.0036,0.001,0.022,0.0071,0.0027,0.0027,0.0038,0.0153,0.0014,0.0199,0.0667,0.0295,0.0095,0.001,0.0026,0,0.0024,0.0057,0.0027,0,0.0027,0.0027,0.0057,0.0077,0.0055,0.0033,0,0,0.0048,0.006,0.0051,0,0.0012,0.0029,0.0027,0,0,0.0055,0,0,0.0041,0,0,0,0.0048
223,0.0012,0,0,0,0,0,0,0,0.0029,0.003,0,0.0063,0,0,0,0,0.0024,0.0029,0,0.0028,0.0054,0,0.0031,0,0,0.006,0.0038,0,0.0041,0,0,0.0031,0.0024,0,0.0029,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0.0066,0.012,0.006,0.01,0.0026,0.0134,0.0245,0.0032,0.0031,0.0073,0.0231,0.0127,0.0305,0.0833,0.0069,0.0119,0,0,0,0.01,0,0,0,0,0.0031,0.0036,0,0,0,0,0,0,0,0,0,0.0033,0.0026,0,0,0,0,0,0,0,0,0,0.0069,0.006
224,0.002,0.0049,0,0,0,0,0,0,0,0,0,0,0,0.0036,0,0,0.002,0,0,0,0.0021,0.007,0.012,0,0.0142,0,0.005,0,0,0,0,0.0056,0,0,0,0,0.0021,0,0,0,0,0.0031,0,0.0118,0,0,0,0,0.0114,0.017,0.0254,0,0,0.0268,0.0176,0,0,0.0123,0,0.0087,0.008,0.0392,0.0159,0.0078,0,0,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0.0096,0,0,0.0044,0,0.0045,0,0,0,0.016,0.0392,0,0.0156
225,0.0013,0,0,0,0,0.0046,0.0087,0,0,0,0,0,0.005,0,0,0,0.0026,0.0044,0,0.0032,0.0073,0,0,0,0.004,0.0027,0,0.0048,0,0.0027,0.004,0.0072,0,0,0.0037,0,0,0,0,0,0,0.0053,0,0.0048,0,0,0.008,0,0.0053,0.0103,0.0071,0.011,0.0024,0.0183,0.0039,0,0.0035,0,0,0.0037,0.0142,0.0441,0.0287,0.0247,0,0,0,0,0.0024,0,0,0.0113,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0.0057,0
226,0.0012,0.0033,0,0,0,0,0,0.0032,0,0.0023,0,0,0,0,0,0,0,0.0066,0.0024,0,0.0124,0.004,0.0092,0,0,0,0.0029,0.0039,0.0087,0,0.0028,0.0052,0,0,0,0,0.0041,0.004,0,0,0,0.0023,0,0,0,0,0.0028,0,0.0105,0.005,0.0244,0,0.006,0.0171,0.0092,0.0083,0.0024,0.0105,0.0121,0,0.0167,0.026,0.0149,0.0102,0,0.0075,0,0,0,0.0043,0,0,0,0.0021,0.003,0,0,0,0,0,0.0026,0.005,0,0,0.002,0.0043,0.0023,0.0028,0.0049,0,0,0,0,0.0156,0.0119,0.0051
227,0,0,0,0,0,0,0,0,0,0.002,0,0.0032,0,0,0,0.0053,0.001,0,0,0,0.0057,0.0037,0.0033,0.0056,0.0081,0.002,0,0.0065,0,0,0.0027,0,0,0.0029,0,0,0,0.0037,0,0,0,0,0.0059,0.0032,0.0039,0,0,0,0.004,0.0026,0.0157,0.0027,0.0019,0.0102,0.0049,0.0026,0.0026,0.0121,0.013,0.0051,0.0143,0.0759,0.0217,0.0168,0,0,0,0.0053,0.0058,0,0.0024,0,0.0026,0,0.0043,0,0,0,0,0,0.002,0.0052,0,0,0.0039,0.0051,0,0,0.0051,0.006,0,0.0026,0,0,0,0
228,0.001,0,0,0,0,0,0.0023,0.002,0.004,0,0,0,0.006,0,0,0,0,0.0022,0,0.0039,0,0.003,0.007,0.002,0.002,0.0021,0,0.0048,0.006,0,0.0067,0,0.0038,0,0,0,0,0.0089,0.0023,0,0.002,0,0,0.0024,0,0,0,0,0.0034,0.004,0.0172,0.0021,0.0016,0.0159,0.0086,0.0022,0.0104,0.0026,0.0217,0.0043,0.0129,0.0727,0.0141,0.0037,0,0,0,0,0.0062,0,0.0022,0.0087,0,0,0,0,0,0,0,0.0037,0.0084,0.006,0,0.0042,0.0031,0,0,0,0.0021,0,0.0043,0.0043,0.0043,0,0.0094,0.0037
229,0.0021,0,0,0.0023,0.0025,0,0.0016,0.0022,0.0035,0.0015,0,0,0,0.0014,0,0,5e-04,0.0012,0.0034,0.007,0.0089,0.005,0.014,0.0022,0,0.0031,0.0016,0.0058,0.0033,0.0028,0.0051,0.0012,0.0011,0,0.0011,0.0012,0.0025,0.0034,0.0016,0.0011,0.0023,0,0.0031,0.0014,0.0033,0.0014,0.0034,0.0012,0.0032,0.0059,0.0236,0.0139,0.005,0.0185,0.0093,0.0052,0.0064,0.0102,0.0207,0.0074,0.0244,0.087,0.0335,0.0203,0.0011,0,0,0,0.003,0,0,0.0026,0.0013,0,0.0041,0,0,0,0.0037,0.0029,0.0032,0.0044,0.0079,0.0042,0,0,0.0027,0,0.0026,0.002,0,0.0015,0,0.029,0.0037,0.0029
230,0.0024,0,0.0017,0.0053,0,0,0.0045,0.0017,0.0054,0.0018,0.006,0.0021,0.0049,0,0,0,0.0016,0.0018,0.0017,0,0.0092,0.0049,0.0022,0.0033,0.0036,0.0053,0.004,0.0064,0.0074,0.0033,0.006,0.0071,0,0,0,0.0018,0,0.0024,0,0,0.0036,0,0.002,0.0021,0.0025,0,0,0,0.0096,0.0019,0.0102,0.0113,0.0057,0.0112,0.0052,0.0037,0.0036,0.0025,0.008,0.0122,0.0253,0.1154,0.015,0.0113,0.0014,0,0,0.0019,0.0029,0,0.0017,0.0018,0,0.0025,0,0,0,0,0,0,0.0055,0.0038,0.0034,0,0.0043,0.0075,0.0017,0.0018,0.0036,0.0075,0.004,0.0017,0.0072,0,0.0038,0
231,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0.0074,0,0,0.0109,0,0.0079,0,0,0.0074,0,0,0,0,0.0045,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.008,0.0254,0.0064,0.0038,0.0303,0.0147,0,0.0043,0.0068,0.0045,0,0.0078,0.0142,0.0149,0.0074,0.0045,0,0.0085,0,0.0038,0,0,0.0052,0,0,0.0045,0,0,0,0,0,0.0045,0.004,0,0,0,0,0,0,0.0043,0,0.0045,0,0,0,0.005,0
232,0.001,0,0.0018,0,0,0,0,0.0023,0,0.0016,0,0.0026,0,0,0,0,0,0.0039,0.0092,0.0049,0.0111,0.0061,0.0026,0.0023,0.0067,0,0,0.0051,0,0.0022,0,0.0018,0,0,0.0018,0,0,0,0.0104,0,0,0,0,0,0,0,0.0026,0,0.0026,0.0064,0.0072,0.0052,0.0015,0.0172,0.006,0.0118,0.004,0.0107,0.0259,0.0042,0.0087,0.0462,0.0052,0.0187,0.0039,0,0.0036,0,0.0015,0,0.002,0.0047,0,0.0043,0.0052,0,0.0043,0,0,0,0.0013,0,0.0145,0,0.0015,0,0,0,0,0.0043,0,0,0.0043,0,0.0052,0
233,9e-04,0,0,0,0,0.005,0,0.0016,0.0037,0,0.0019,0.0022,0,0.0015,0.002,0,0.0017,0.0018,0,0.0052,0.0127,0.0075,0.0044,0.0049,0.0074,0.0016,0.0019,0.0022,0.0023,0.0029,0.0039,0,9e-04,0.0018,0,0,0.0018,0,0,0,0.0037,0,0,0,0.0023,0,0,0,0.0053,0.0035,0.0134,0.0038,0.0055,0.0036,0.0016,0.0036,0.0035,0.006,0,0.0064,0.0144,0.0964,0.0153,0.015,0.004,0.0018,0.0034,0,0.0014,0,0.0016,0,0.0035,0,0,0.0016,0,0,0,0,0.0053,0.0018,0.0034,0,0.0014,0,0,0.0018,0.0017,0.006,0,0,0,0.012,0.0076,0.0038
234,0.0012,0,0,0.0032,0,0,0.0045,0.0033,0,0,0,0,0,0,0,0.0035,0.0048,0,0,0.0064,0.0102,0,0,0.01,0,0.0021,0,0,0,0.0066,0.0045,0.0035,0.0024,0,0,0.0032,0,0,0,0.0033,0,0,0,0,0,0,0.0022,0,0.0057,0,0.0141,0,0.0024,0.0174,0.0041,0.0025,0.0082,0.0026,0.0152,0.0042,0.0077,0.0618,0.011,0.0073,0,0.0019,0.0047,0.0076,0.0048,0,0,0.0025,0.0041,0.0026,0,0.0021,0,0,0,0.0037,0.0028,0,0,0.0025,0,0.0035,0.0021,0,0.0021,0,0.0025,0,0,0,0,0.0037
235,0,0,0,0,0,0,0,0,0,0.0024,0.0027,0.0015,0.0017,0,0,0.0013,6e-04,0.0013,0,0.0021,0.0028,0.0051,0.0029,0.0032,0.0047,0.0024,0.0027,0.0015,0.0017,0.0026,0.0042,0.0051,0.0011,0.0013,0.0024,0.001,0.0019,0,0,0.0011,0.0012,0.0012,0.0014,0.0015,0.0033,0.0013,0,0,0.0048,0.0063,0.0141,0.0052,0,0.0187,0.0027,0.0049,0.0038,0.0124,0.0216,0.0104,0.0051,0.0127,0.0155,0.0136,0.001,0,0.0047,0,0.0021,0,0,0,0.0013,0.0014,0.0027,0,0,0,0.0026,0,0.001,0,0.0094,0.0013,0.0021,0,0,0.0012,0.0026,0.0041,0.0027,0,0.0026,0,0.0026,0
236,0,0.0012,0.0011,0.0013,0,0,0.0017,0.0012,0.0013,0.0014,0.0028,0,0.0017,0,0.0015,0,0,0.0037,0.0033,0.0025,0.0072,0.0049,0.0051,0.0035,0.0052,0,0.0042,0.0062,0.0067,0.0025,0.0015,0.0022,6e-04,0,0,0,0,0,0.0017,0.0012,0,0,0.0028,0.0031,0,0,0.0015,0.0011,0.0033,0.0096,0.0166,0.004,0.0038,0.0187,0.0073,0.0052,0.0026,0.0046,0.0241,0.0076,0.0124,0.0952,0.012,0.0125,0.0011,0,0.0024,0,0.0047,0,0.0024,0,0,0.0031,0,0,0.005,0,0.003,0.0025,0.0022,0,0.0024,0.0027,9e-04,0,0.0024,0.0013,0.0053,0,0.003,0.005,0,0,0.003,0
